sample_position,rule_id,method,rule_length,topk_antecedent_agreement,signed_direction_agreement,spearman_rule_salience,surrogate_predicted_class,true_label
2062,R0021,SHAP-style,4,1.0,1.0,0.7211961168845046,6,15
4783,R0035,LIME-style,4,0.0,0.3333333333333333,-0.2060560333955727,21,21
4783,R0035,SHAP-style,4,0.0,0.3333333333333333,-0.05151400834889318,21,21
5912,R0008,LIME-style,4,0.0,0.3333333333333333,-0.5408970876633784,28,28
5912,R0008,SHAP-style,4,0.25,1.0,-0.12878502087223295,28,28
122,R0052,LIME-style,4,0.0,0.75,-0.38635506261669883,22,22
122,R0052,SHAP-style,4,0.0,0.5,-0.2575700417444659,22,22
3817,R0044,LIME-style,4,0.0,0.5,-0.30908405009335904,22,22
3817,R0044,SHAP-style,4,0.25,0.5,-0.2833270459189125,22,22
2985,R0017,LIME-style,3,0.3333333333333333,0.5,0.15803227583755905,19,19
2985,R0017,SHAP-style,3,0.3333333333333333,1.0,0.21549855796030778,19,19
3164,R0052,LIME-style,4,0.25,0.75,-0.12878502087223295,37,37
3164,R0052,SHAP-style,4,0.5,0.5,-0.07727101252333976,37,37
243,R0052,LIME-style,4,0.5,0.5,0.4121120667911454,7,32
243,R0052,SHAP-style,4,0.25,0.75,0.10302801669778636,7,32
3498,R0021,LIME-style,4,0.25,0.75,0.2060560333955727,18,18
3498,R0021,SHAP-style,4,0.5,0.5,0.437869070965592,18,18
6282,R0011,LIME-style,3,0.0,0.6666666666666666,-0.21549855796030778,12,40
6282,R0011,SHAP-style,3,0.6666666666666666,0.3333333333333333,0.15803227583755905,12,40
2927,R0038,LIME-style,4,0.0,0.3333333333333333,-0.5151400834889318,18,18
2927,R0038,SHAP-style,4,0.0,1.0,-0.4121120667911454,18,18
3036,R0009,LIME-style,2,0.0,0.0,-0.1022199413454573,18,42
3036,R0009,SHAP-style,2,0.0,0.0,0.06814662756363819,18,42
2332,R0027,LIME-style,4,0.0,0.25,-0.33484105426780564,42,5
2332,R0027,SHAP-style,4,0.0,0.25,-0.18029902922112614,42,5
5721,R0020,LIME-style,6,0.16666666666666666,0.6666666666666666,-0.022715542521212734,26,25
5721,R0020,SHAP-style,6,0.16666666666666666,0.5,0.09086217008485094,26,25
873,R0013,LIME-style,4,0.5,0.6666666666666666,0.4636260751400386,26,47
873,R0013,SHAP-style,4,0.5,0.6666666666666666,0.5151400834889318,26,47
7421,R0030,LIME-style,4,0.0,0.6666666666666666,-0.4636260751400386,44,46
7421,R0030,SHAP-style,4,0.0,0.6666666666666666,-0.437869070965592,44,46
149,R0017,LIME-style,3,0.3333333333333333,0.5,0.1867654168989334,19,24
149,R0017,SHAP-style,3,0.3333333333333333,1.0,0.1005659937148103,19,24
6296,R0020,LIME-style,6,0.3333333333333333,0.5,-0.09086217008485094,28,25
6296,R0020,SHAP-style,6,0.5,0.6666666666666666,0.31801759529697826,28,25
4506,R0041,LIME-style,4,0.0,0.5,0.12878502087223295,28,28
4506,R0041,SHAP-style,4,0.5,0.75,0.4121120667911454,28,28
87,R0035,LIME-style,4,0.5,0.6666666666666666,0.18029902922112614,22,45
87,R0035,SHAP-style,4,0.5,0.0,0.18029902922112614,22,45
4760,R0007,LIME-style,4,0.0,0.75,-0.05151400834889318,37,37
4760,R0007,SHAP-style,4,0.0,0.25,0.10302801669778636,37,37
6530,R0017,LIME-style,3,0.3333333333333333,0.5,0.1867654168989334,19,19
6530,R0017,SHAP-style,3,0.3333333333333333,1.0,0.1005659937148103,19,19
1335,R0014,LIME-style,2,0.5,1.0,0.1703665689090955,44,44
1335,R0014,SHAP-style,2,0.0,1.0,0.1703665689090955,44,44
290,R0015,LIME-style,4,0.5,0.5,0.2833270459189125,22,22
290,R0015,SHAP-style,4,0.0,0.5,0.02575700417444659,22,22
6915,R0014,LIME-style,2,0.0,0.5,0.1022199413454573,1,1
6915,R0014,SHAP-style,2,0.5,0.5,0.2044398826909146,1,1
2369,R0021,LIME-style,4,0.75,0.25,0.566654091837825,22,20
2369,R0021,SHAP-style,4,0.75,0.0,0.5408970876633784,22,20
3186,R0004,LIME-style,5,0.4,0.5,0.10758338314815298,37,37
3186,R0004,SHAP-style,5,0.2,0.5,-0.10758338314815298,37,37
4643,R0046,LIME-style,4,0.0,0.3333333333333333,-0.33484105426780564,23,23
4643,R0046,SHAP-style,4,0.25,0.6666666666666666,-0.15454202504667952,23,23
7179,R0036,LIME-style,4,0.5,0.75,0.02575700417444659,38,38
7179,R0036,SHAP-style,4,0.5,0.75,0.2060560333955727,38,38
5424,R0053,LIME-style,4,0.5,0.5,0.33484105426780564,4,41
5424,R0053,SHAP-style,4,0.25,0.5,0.2318130375700193,4,41
5443,R0038,LIME-style,4,0.25,0.6666666666666666,0.18029902922112614,4,4
5443,R0038,SHAP-style,4,0.0,0.0,-0.15454202504667952,4,4
2187,R0022,LIME-style,4,1.0,0.75,0.7211961168845046,17,17
2187,R0022,SHAP-style,4,1.0,0.75,0.7211961168845046,17,17
2001,R0027,LIME-style,4,0.25,0.75,-0.2575700417444659,7,45
2001,R0027,SHAP-style,4,0.25,0.75,0.10302801669778636,7,45
4350,R0027,LIME-style,4,0.25,0.75,-0.33484105426780564,7,7
4350,R0027,SHAP-style,4,0.25,1.0,0.0,7,7
5839,R0018,LIME-style,2,0.5,1.0,0.340733137818191,13,13
5839,R0018,SHAP-style,2,1.0,0.5,0.5451730205091055,13,13
5393,R0036,LIME-style,4,0.0,0.5,-0.3605980584422523,35,35
5393,R0036,SHAP-style,4,0.0,0.5,-0.3605980584422523,35,35
7204,R0021,LIME-style,4,0.5,0.75,0.5924110960122716,6,6
7204,R0021,SHAP-style,4,0.75,1.0,0.5408970876633784,6,6
6308,R0001,LIME-style,4,0.0,0.5,-0.30908405009335904,12,12
6308,R0001,SHAP-style,4,0.5,0.25,0.18029902922112614,12,12
1426,R0027,LIME-style,4,0.25,0.75,-0.3605980584422523,7,32
1426,R0027,SHAP-style,4,0.0,0.75,-0.18029902922112614,7,32
7365,R0048,LIME-style,4,0.25,0.3333333333333333,0.07727101252333976,6,7
7365,R0048,SHAP-style,4,0.25,0.3333333333333333,0.30908405009335904,6,7
410,R0041,LIME-style,4,0.25,0.5,0.18029902922112614,28,28
410,R0041,SHAP-style,4,0.5,0.75,0.38635506261669883,28,28
4357,R0028,LIME-style,4,0.25,0.3333333333333333,-0.10302801669778636,1,1
4357,R0028,SHAP-style,4,0.5,0.6666666666666666,0.12878502087223295,1,1
825,R0003,LIME-style,6,0.5,1.0,0.06814662756363819,39,0
825,R0003,SHAP-style,6,0.5,0.3333333333333333,0.11357771260606365,39,0
4967,R0015,LIME-style,4,0.5,0.5,0.18029902922112614,22,22
4967,R0015,SHAP-style,4,0.25,0.5,0.18029902922112614,22,22
816,R0017,LIME-style,3,0.3333333333333333,0.5,0.1867654168989334,19,19
816,R0017,SHAP-style,3,0.3333333333333333,1.0,0.21549855796030778,19,19
530,R0006,LIME-style,5,0.8,1.0,0.6335465896502342,38,38
530,R0006,SHAP-style,5,0.6,1.0,0.46619466030866297,38,38
4330,R0011,LIME-style,3,0.0,0.6666666666666666,-0.1867654168989334,7,7
4330,R0011,SHAP-style,3,0.0,0.6666666666666666,-0.24423169902168215,7,7
4550,R0027,LIME-style,4,0.25,0.75,-0.2833270459189125,7,45
4550,R0027,SHAP-style,4,0.25,0.75,-0.02575700417444659,7,45
560,R0038,LIME-style,4,0.0,0.3333333333333333,-0.4893830793144852,18,18
560,R0038,SHAP-style,4,0.0,1.0,-0.2060560333955727,18,18
7025,R0003,LIME-style,6,0.3333333333333333,0.6666666666666666,0.15900879764848913,6,0
7025,R0003,SHAP-style,6,0.5,0.6666666666666666,0.2953020527757655,6,0
4906,R0027,LIME-style,4,0.25,0.75,-0.2833270459189125,7,5
4906,R0027,SHAP-style,4,0.5,0.75,0.05151400834889318,7,5
1524,R0008,LIME-style,4,0.0,0.3333333333333333,-0.3605980584422523,28,28
1524,R0008,SHAP-style,4,0.25,1.0,-0.15454202504667952,28,28
4535,R0030,LIME-style,4,0.25,0.6666666666666666,-0.02575700417444659,48,36
4535,R0030,SHAP-style,4,0.25,0.6666666666666666,0.07727101252333976,48,36
2629,R0017,LIME-style,3,0.3333333333333333,0.5,0.1867654168989334,19,19
2629,R0017,SHAP-style,3,0.3333333333333333,1.0,0.21549855796030778,19,19
2571,R0009,LIME-style,2,0.5,1.0,0.30665982403637193,30,30
2571,R0009,SHAP-style,2,0.5,1.0,0.4429530791636483,30,30
375,R0052,LIME-style,4,0.0,0.5,-0.10302801669778636,30,30
375,R0052,SHAP-style,4,0.0,0.75,-0.10302801669778636,30,30
4764,R0021,LIME-style,4,0.5,0.75,0.566654091837825,6,6
4764,R0021,SHAP-style,4,0.75,1.0,0.6439251043611647,6,6
2079,R0034,LIME-style,4,0.0,0.6666666666666666,-0.2575700417444659,39,0
2079,R0034,SHAP-style,4,0.25,0.6666666666666666,0.15454202504667952,39,0
3922,R0002,LIME-style,6,0.5,0.75,0.0,12,12
3922,R0002,SHAP-style,6,0.5,0.5,0.13629325512727639,12,12
2823,R0034,LIME-style,4,0.25,0.6666666666666666,0.10302801669778636,30,32
2823,R0034,SHAP-style,4,0.25,0.6666666666666666,0.2060560333955727,30,32
5726,R0034,LIME-style,4,0.5,0.3333333333333333,0.33484105426780564,37,0
5726,R0034,SHAP-style,4,0.75,0.3333333333333333,0.4893830793144852,37,0
3514,R0031,LIME-style,4,0.0,0.6666666666666666,-0.2575700417444659,13,13
3514,R0031,SHAP-style,4,0.0,0.0,-0.38635506261669883,13,13
7430,R0009,LIME-style,2,0.5,1.0,0.30665982403637193,30,30
7430,R0009,SHAP-style,2,0.5,1.0,0.30665982403637193,30,30
1756,R0017,LIME-style,3,0.3333333333333333,0.5,0.15803227583755905,19,19
1756,R0017,SHAP-style,3,0.3333333333333333,1.0,-0.04309971159206155,19,19
6698,R0025,LIME-style,4,0.0,0.5,-0.4636260751400386,42,42
6698,R0025,SHAP-style,4,0.25,0.75,0.10302801669778636,42,42
2558,R0036,LIME-style,4,0.25,0.5,0.02575700417444659,25,5
2558,R0036,SHAP-style,4,0.5,1.0,0.437869070965592,25,5
2608,R0006,LIME-style,5,0.8,1.0,0.6335465896502342,38,38
2608,R0006,SHAP-style,5,0.8,1.0,0.6096391711728669,38,38
1196,R0007,LIME-style,4,0.0,0.75,-0.07727101252333976,37,37
1196,R0007,SHAP-style,4,0.0,0.5,0.10302801669778636,37,37
2159,R0015,LIME-style,4,0.0,0.5,-0.2318130375700193,17,0
2159,R0015,SHAP-style,4,0.0,0.5,-0.15454202504667952,17,0
2728,R0027,LIME-style,4,0.25,0.75,0.05151400834889318,4,45
2728,R0027,SHAP-style,4,0.5,0.25,0.18029902922112614,4,45
795,R0039,LIME-style,4,0.5,0.75,0.18029902922112614,19,19
795,R0039,SHAP-style,4,0.5,0.5,0.30908405009335904,19,19
6606,R0027,LIME-style,4,0.0,0.5,-0.5408970876633784,21,21
6606,R0027,SHAP-style,4,0.0,0.5,-0.2575700417444659,21,21
4373,R0021,LIME-style,4,0.5,0.75,0.5408970876633784,6,6
4373,R0021,SHAP-style,4,0.75,1.0,0.6954391127100579,6,6
3535,R0025,LIME-style,4,0.0,0.5,-0.4636260751400386,42,40
3535,R0025,SHAP-style,4,0.25,0.75,0.2060560333955727,42,40
1262,R0013,LIME-style,4,0.25,0.3333333333333333,0.05151400834889318,28,26
1262,R0013,SHAP-style,4,0.25,1.0,0.02575700417444659,28,26
3178,R0025,LIME-style,4,0.0,0.25,-0.3605980584422523,12,12
3178,R0025,SHAP-style,4,0.5,0.5,0.2833270459189125,12,12
364,R0018,LIME-style,2,0.5,1.0,0.340733137818191,13,13
364,R0018,SHAP-style,2,0.5,0.5,0.5110997067272866,13,13
4759,R0010,LIME-style,6,0.16666666666666666,0.4,0.09086217008485094,22,42
4759,R0010,SHAP-style,6,0.3333333333333333,0.2,0.2271554252121273,22,42
2815,R0013,LIME-style,4,0.5,0.6666666666666666,0.4636260751400386,26,26
2815,R0013,SHAP-style,4,0.25,0.6666666666666666,0.30908405009335904,26,26
5088,R0005,LIME-style,5,0.2,0.3333333333333333,-0.2510278940123569,12,12
5088,R0005,SHAP-style,5,0.2,0.3333333333333333,-0.059768546193418315,12,12
351,R0036,LIME-style,4,0.25,0.75,0.2833270459189125,19,29
351,R0036,SHAP-style,4,0.5,0.25,0.4636260751400386,19,29
244,R0007,LIME-style,4,0.0,0.75,-0.07727101252333976,37,37
244,R0007,SHAP-style,4,0.25,0.25,0.18029902922112614,37,37
5090,R0020,LIME-style,6,0.3333333333333333,0.5,-0.06814662756363819,28,25
5090,R0020,SHAP-style,6,0.5,0.5,0.18172434016970188,28,25
2599,R0027,LIME-style,4,0.0,0.5,-0.4636260751400386,21,47
2599,R0027,SHAP-style,4,0.0,0.5,-0.5408970876633784,21,47
1958,R0043,LIME-style,4,0.0,0.25,-0.5151400834889318,26,26
1958,R0043,SHAP-style,4,0.0,1.0,-0.5408970876633784,26,26
6784,R0007,LIME-style,4,0.0,0.75,0.05151400834889318,37,37
6784,R0007,SHAP-style,4,0.25,0.5,0.0,37,37
2755,R0052,LIME-style,4,0.0,0.5,-0.07727101252333976,30,30
2755,R0052,SHAP-style,4,0.25,0.75,-0.10302801669778636,30,30
1589,R0014,LIME-style,2,0.5,0.5,0.06814662756363819,44,1
1589,R0014,SHAP-style,2,0.5,1.0,0.23851319647273372,44,1
258,R0026,LIME-style,4,0.25,0.5,0.02575700417444659,14,14
258,R0026,SHAP-style,4,0.5,0.75,0.30908405009335904,14,14
7024,R0011,LIME-style,3,0.0,0.6666666666666666,-0.21549855796030778,12,12
7024,R0011,SHAP-style,3,0.3333333333333333,0.3333333333333333,0.014366570530687184,12,12
6573,R0028,LIME-style,4,0.25,0.3333333333333333,-0.02575700417444659,1,1
6573,R0028,SHAP-style,4,0.25,0.3333333333333333,0.07727101252333976,1,1
4284,R0022,LIME-style,4,0.25,0.75,0.07727101252333976,49,49
4284,R0022,SHAP-style,4,0.25,0.5,0.2060560333955727,49,49
4769,R0038,LIME-style,4,0.0,1.0,-0.15454202504667952,37,37
4769,R0038,SHAP-style,4,0.25,0.3333333333333333,0.0,37,37
5630,R0027,LIME-style,4,0.25,0.5,0.18029902922112614,6,31
5630,R0027,SHAP-style,4,0.25,0.5,0.12878502087223295,6,31
4434,R0021,LIME-style,4,0.25,0.75,0.2833270459189125,18,18
4434,R0021,SHAP-style,4,0.5,0.75,0.07727101252333976,18,18
5782,R0036,LIME-style,4,0.0,0.75,-0.566654091837825,7,9
5782,R0036,SHAP-style,4,0.0,0.75,-0.07727101252333976,7,9
41,R0052,LIME-style,4,0.0,0.25,-0.2060560333955727,42,42
41,R0052,SHAP-style,4,0.0,0.5,-0.12878502087223295,42,42
6912,R0039,LIME-style,4,0.5,0.75,0.2060560333955727,19,24
6912,R0039,SHAP-style,4,0.5,0.5,0.30908405009335904,19,24
6811,R0020,LIME-style,6,0.3333333333333333,0.5,-0.022715542521212734,28,25
6811,R0020,SHAP-style,6,0.5,0.6666666666666666,0.15900879764848913,28,25
1020,R0022,LIME-style,4,0.75,0.75,0.6696821085356113,17,17
1020,R0022,SHAP-style,4,0.75,0.75,0.6954391127100579,17,17
1538,R0021,LIME-style,4,0.5,0.75,0.5408970876633784,6,15
1538,R0021,SHAP-style,4,1.0,1.0,0.7211961168845046,6,15
1175,R0021,LIME-style,4,0.5,0.5,0.38635506261669883,48,20
1175,R0021,SHAP-style,4,0.25,0.75,0.2318130375700193,48,20
879,R0027,LIME-style,4,0.25,0.75,-0.2833270459189125,7,7
879,R0027,SHAP-style,4,0.25,0.75,-0.02575700417444659,7,7
3323,R0027,LIME-style,4,0.25,0.25,0.02575700417444659,1,47
3323,R0027,SHAP-style,4,0.25,0.75,0.2575700417444659,1,47
3632,R0015,LIME-style,4,0.25,1.0,0.07727101252333976,6,6
3632,R0015,SHAP-style,4,0.25,0.0,-0.02575700417444659,6,6
1172,R0050,LIME-style,4,0.0,0.5,-0.3605980584422523,35,3
1172,R0050,SHAP-style,4,0.0,0.5,-0.2060560333955727,35,3
5886,R0017,LIME-style,3,0.3333333333333333,0.5,0.15803227583755905,19,24
5886,R0017,SHAP-style,3,0.3333333333333333,1.0,0.15803227583755905,19,24
1447,R0030,LIME-style,4,0.0,0.3333333333333333,0.05151400834889318,17,8
1447,R0030,SHAP-style,4,0.0,0.3333333333333333,0.0,17,8
3707,R0044,LIME-style,4,0.5,0.75,0.38635506261669883,45,32
3707,R0044,SHAP-style,4,0.0,0.25,-0.10302801669778636,45,32
7273,R0046,LIME-style,4,0.0,1.0,-0.30908405009335904,23,23
7273,R0046,SHAP-style,4,0.0,0.6666666666666666,-0.15454202504667952,23,23
7278,R0038,LIME-style,4,0.0,0.6666666666666666,-0.2318130375700193,13,27
7278,R0038,SHAP-style,4,0.5,0.6666666666666666,0.2833270459189125,13,27
2076,R0022,LIME-style,4,0.5,0.5,0.566654091837825,35,3
2076,R0022,SHAP-style,4,0.5,0.5,0.30908405009335904,35,3
7280,R0052,LIME-style,4,0.0,0.25,-0.2060560333955727,42,42
7280,R0052,SHAP-style,4,0.0,0.5,-0.437869070965592,42,42
7220,R0034,LIME-style,4,0.0,0.6666666666666666,-0.15454202504667952,39,39
7220,R0034,SHAP-style,4,0.25,0.6666666666666666,-0.2575700417444659,39,39
7174,R0021,LIME-style,4,0.25,0.75,0.2575700417444659,18,20
7174,R0021,SHAP-style,4,0.5,0.25,0.33484105426780564,18,20
5396,R0017,LIME-style,3,0.3333333333333333,0.5,0.15803227583755905,19,19
5396,R0017,SHAP-style,3,0.3333333333333333,1.0,0.24423169902168215,19,19
7151,R0007,LIME-style,4,0.0,0.75,-0.07727101252333976,37,37
7151,R0007,SHAP-style,4,0.25,0.25,0.18029902922112614,37,37
4665,R0012,LIME-style,4,0.0,0.6666666666666666,-0.4121120667911454,30,30
4665,R0012,SHAP-style,4,0.0,0.6666666666666666,-0.38635506261669883,30,30
28,R0014,LIME-style,2,0.5,1.0,0.06814662756363819,44,44
28,R0014,SHAP-style,2,0.5,1.0,0.27258651025455277,44,44
6430,R0052,LIME-style,4,0.25,0.75,-0.10302801669778636,48,48
6430,R0052,SHAP-style,4,0.25,0.5,-0.30908405009335904,48,48
4259,R0027,LIME-style,4,0.25,0.75,-0.33484105426780564,7,7
4259,R0027,SHAP-style,4,0.25,0.75,-0.07727101252333976,7,7
948,R0027,LIME-style,4,0.25,0.75,0.02575700417444659,4,45
948,R0027,SHAP-style,4,0.5,0.25,0.18029902922112614,4,45
3730,R0054,LIME-style,4,0.0,0.25,0.05151400834889318,17,13
3730,R0054,SHAP-style,4,0.0,0.75,-0.15454202504667952,17,13
1713,R0036,LIME-style,4,0.0,0.25,-0.2575700417444659,35,47
1713,R0036,SHAP-style,4,0.25,0.5,0.05151400834889318,35,47
7217,R0052,LIME-style,4,0.0,0.25,-0.12878502087223295,42,42
7217,R0052,SHAP-style,4,0.0,0.5,-0.437869070965592,42,42
7200,R0031,LIME-style,4,0.0,0.6666666666666666,-0.07727101252333976,35,11
7200,R0031,SHAP-style,4,0.0,0.6666666666666666,-0.4121120667911454,35,11
916,R0029,LIME-style,4,0.25,0.6666666666666666,0.07727101252333976,19,24
916,R0029,SHAP-style,4,0.25,0.6666666666666666,0.30908405009335904,19,24
3725,R0019,LIME-style,4,0.25,0.75,0.30908405009335904,22,45
3725,R0019,SHAP-style,4,0.25,0.0,0.02575700417444659,22,45
1424,R0019,LIME-style,4,0.5,0.5,0.10302801669778636,35,35
1424,R0019,SHAP-style,4,0.25,0.75,0.2318130375700193,35,35
6830,R0052,LIME-style,4,0.0,0.25,-0.5408970876633784,6,39
6830,R0052,SHAP-style,4,0.0,0.5,-0.5924110960122716,6,39
7160,R0050,LIME-style,4,0.0,0.5,-0.4121120667911454,35,35
7160,R0050,SHAP-style,4,0.0,0.5,-0.18029902922112614,35,35
4607,R0007,LIME-style,4,0.0,0.75,0.0,37,37
4607,R0007,SHAP-style,4,0.5,0.25,0.12878502087223295,37,37
1334,R0022,LIME-style,4,0.75,0.75,0.6696821085356113,17,17
1334,R0022,SHAP-style,4,0.75,0.75,0.6954391127100579,17,17
6288,R0003,LIME-style,6,0.16666666666666666,1.0,-0.11357771260606365,0,0
6288,R0003,SHAP-style,6,0.6666666666666666,0.3333333333333333,0.4997419354666801,0,0
3779,R0022,LIME-style,4,0.75,0.75,0.6696821085356113,17,17
3779,R0022,SHAP-style,4,0.75,0.75,0.6954391127100579,17,17
6792,R0004,LIME-style,5,0.4,0.5,0.10758338314815298,37,37
6792,R0004,SHAP-style,5,0.2,0.5,0.011953709238683665,37,37
3261,R0036,LIME-style,4,0.0,0.75,-0.5924110960122716,7,7
3261,R0036,SHAP-style,4,0.0,0.75,-0.10302801669778636,7,7
