row_index,split,label,class_name
164,train,0,antelope
165,train,0,antelope
166,test,0,antelope
167,train,0,antelope
168,train,0,antelope
169,train,0,antelope
170,test,0,antelope
171,test,0,antelope
172,train,0,antelope
173,train,0,antelope
174,train,0,antelope
175,validation,0,antelope
176,train,0,antelope
177,train,0,antelope
178,train,0,antelope
179,train,0,antelope
180,validation,0,antelope
181,train,0,antelope
182,train,0,antelope
183,validation,0,antelope
184,train,0,antelope
185,train,0,antelope
186,test,0,antelope
187,test,0,antelope
188,train,0,antelope
189,validation,0,antelope
190,validation,0,antelope
191,test,0,antelope
192,train,0,antelope
193,train,0,antelope
194,validation,0,antelope
195,train,0,antelope
196,train,0,antelope
197,validation,0,antelope
198,train,0,antelope
199,train,0,antelope
200,validation,0,antelope
201,test,0,antelope
202,validation,0,antelope
203,train,0,antelope
204,train,0,antelope
205,validation,0,antelope
206,validation,0,antelope
207,test,0,antelope
208,train,0,antelope
209,train,0,antelope
210,train,0,antelope
211,train,0,antelope
212,train,0,antelope
213,train,0,antelope
214,train,0,antelope
215,train,0,antelope
216,validation,0,antelope
217,test,0,antelope
218,train,0,antelope
219,test,0,antelope
220,train,0,antelope
221,train,0,antelope
222,train,0,antelope
223,train,0,antelope
224,test,0,antelope
225,validation,0,antelope
226,validation,0,antelope
227,train,0,antelope
228,train,0,antelope
229,test,0,antelope
230,validation,0,antelope
231,train,0,antelope
232,test,0,antelope
233,validation,0,antelope
234,train,0,antelope
235,train,0,antelope
236,train,0,antelope
237,train,0,antelope
238,train,0,antelope
239,train,0,antelope
240,validation,0,antelope
241,test,0,antelope
242,validation,0,antelope
243,test,0,antelope
244,train,0,antelope
245,test,0,antelope
246,validation,0,antelope
247,train,0,antelope
248,train,0,antelope
249,train,0,antelope
250,train,0,antelope
251,validation,0,antelope
252,validation,0,antelope
253,validation,0,antelope
254,train,0,antelope
255,test,0,antelope
256,train,0,antelope
257,train,0,antelope
258,test,0,antelope
259,train,0,antelope
260,train,0,antelope
261,train,0,antelope
262,validation,0,antelope
263,train,0,antelope
264,train,0,antelope
265,train,0,antelope
266,train,0,antelope
267,validation,0,antelope
268,train,0,antelope
269,test,0,antelope
270,validation,0,antelope
271,train,0,antelope
272,train,0,antelope
273,validation,0,antelope
274,train,0,antelope
275,train,0,antelope
276,validation,0,antelope
277,train,0,antelope
278,train,0,antelope
279,validation,0,antelope
280,train,0,antelope
281,train,0,antelope
282,test,0,antelope
283,validation,0,antelope
284,train,0,antelope
285,train,0,antelope
286,train,0,antelope
287,test,0,antelope
288,test,0,antelope
289,train,0,antelope
290,train,0,antelope
291,train,0,antelope
292,train,0,antelope
293,test,0,antelope
294,train,0,antelope
295,validation,0,antelope
296,train,0,antelope
297,test,0,antelope
298,train,0,antelope
299,train,0,antelope
300,train,0,antelope
301,validation,0,antelope
302,train,0,antelope
303,validation,0,antelope
304,train,0,antelope
305,train,0,antelope
306,train,0,antelope
307,train,0,antelope
308,train,0,antelope
309,train,0,antelope
310,train,0,antelope
311,train,0,antelope
312,train,0,antelope
313,train,0,antelope
314,train,0,antelope
315,validation,0,antelope
316,train,0,antelope
317,test,0,antelope
318,train,0,antelope
319,train,0,antelope
320,train,0,antelope
321,train,0,antelope
322,test,0,antelope
323,train,0,antelope
324,train,0,antelope
325,validation,0,antelope
326,train,0,antelope
327,train,0,antelope
328,train,0,antelope
329,train,0,antelope
330,test,0,antelope
331,train,0,antelope
332,train,0,antelope
333,train,0,antelope
334,train,0,antelope
335,train,0,antelope
336,train,0,antelope
337,validation,0,antelope
338,train,0,antelope
339,test,0,antelope
340,train,0,antelope
341,train,0,antelope
342,train,0,antelope
343,test,0,antelope
344,train,0,antelope
345,test,0,antelope
346,train,0,antelope
347,validation,0,antelope
348,validation,0,antelope
349,train,0,antelope
350,train,0,antelope
351,train,0,antelope
352,train,0,antelope
353,train,0,antelope
354,train,0,antelope
355,train,0,antelope
356,train,0,antelope
357,train,0,antelope
358,test,0,antelope
359,train,0,antelope
360,train,0,antelope
361,train,0,antelope
362,train,0,antelope
363,train,0,antelope
364,test,0,antelope
365,train,0,antelope
366,validation,0,antelope
367,train,0,antelope
368,train,0,antelope
369,train,0,antelope
370,train,0,antelope
371,train,0,antelope
372,validation,0,antelope
373,test,0,antelope
374,test,0,antelope
375,train,0,antelope
376,validation,0,antelope
377,train,0,antelope
378,test,0,antelope
379,validation,0,antelope
380,train,0,antelope
381,train,0,antelope
382,train,0,antelope
383,train,0,antelope
384,validation,0,antelope
385,validation,0,antelope
386,validation,0,antelope
387,test,0,antelope
388,train,0,antelope
389,test,0,antelope
390,train,0,antelope
391,test,0,antelope
392,test,0,antelope
393,train,0,antelope
394,train,0,antelope
395,train,0,antelope
396,train,0,antelope
397,validation,0,antelope
398,train,0,antelope
399,train,0,antelope
400,test,0,antelope
401,test,0,antelope
402,validation,0,antelope
403,test,0,antelope
404,train,0,antelope
405,train,0,antelope
406,validation,0,antelope
407,test,0,antelope
408,train,0,antelope
409,train,0,antelope
410,validation,0,antelope
411,train,0,antelope
412,train,0,antelope
413,train,0,antelope
414,validation,0,antelope
415,test,0,antelope
416,train,0,antelope
417,train,0,antelope
418,test,0,antelope
419,validation,0,antelope
420,train,0,antelope
421,test,0,antelope
422,train,0,antelope
423,train,0,antelope
424,train,0,antelope
425,train,0,antelope
426,train,0,antelope
427,test,0,antelope
428,train,0,antelope
429,train,0,antelope
430,train,0,antelope
431,train,0,antelope
432,train,0,antelope
433,train,0,antelope
434,train,0,antelope
435,train,0,antelope
436,train,0,antelope
437,validation,0,antelope
438,validation,0,antelope
439,train,0,antelope
440,train,0,antelope
441,test,0,antelope
442,train,0,antelope
443,train,0,antelope
444,train,0,antelope
445,train,0,antelope
446,train,0,antelope
447,train,0,antelope
448,train,0,antelope
449,train,0,antelope
450,train,0,antelope
451,train,0,antelope
452,test,0,antelope
453,train,0,antelope
454,test,0,antelope
455,validation,0,antelope
456,train,0,antelope
457,train,0,antelope
458,train,0,antelope
459,validation,0,antelope
460,test,0,antelope
461,test,0,antelope
462,train,0,antelope
463,validation,0,antelope
464,train,0,antelope
465,train,0,antelope
466,test,0,antelope
467,train,0,antelope
468,train,0,antelope
469,test,0,antelope
470,train,0,antelope
471,test,0,antelope
472,validation,0,antelope
473,train,0,antelope
474,validation,0,antelope
475,train,0,antelope
476,test,0,antelope
477,train,0,antelope
478,train,0,antelope
479,train,0,antelope
480,test,0,antelope
481,train,0,antelope
482,train,0,antelope
483,train,0,antelope
484,validation,0,antelope
485,train,0,antelope
486,train,0,antelope
487,train,0,antelope
488,validation,0,antelope
489,test,0,antelope
490,train,0,antelope
491,train,0,antelope
492,test,0,antelope
493,train,0,antelope
494,train,0,antelope
495,train,0,antelope
496,validation,0,antelope
497,train,0,antelope
498,validation,0,antelope
499,train,0,antelope
500,train,0,antelope
501,train,0,antelope
502,test,0,antelope
503,validation,0,antelope
504,test,0,antelope
505,validation,0,antelope
506,train,0,antelope
507,train,0,antelope
508,validation,0,antelope
509,validation,0,antelope
510,test,0,antelope
511,validation,0,antelope
512,train,0,antelope
513,train,0,antelope
514,train,0,antelope
515,validation,0,antelope
516,train,0,antelope
517,test,0,antelope
518,train,0,antelope
519,train,0,antelope
520,validation,0,antelope
521,train,0,antelope
522,train,0,antelope
523,train,0,antelope
524,test,0,antelope
525,train,0,antelope
526,train,0,antelope
527,train,0,antelope
528,train,0,antelope
529,train,0,antelope
530,train,0,antelope
531,train,0,antelope
532,train,0,antelope
533,train,0,antelope
534,train,0,antelope
535,train,0,antelope
536,train,0,antelope
537,validation,0,antelope
538,train,0,antelope
539,train,0,antelope
540,test,0,antelope
541,train,0,antelope
542,train,0,antelope
543,train,0,antelope
544,train,0,antelope
545,train,0,antelope
546,validation,0,antelope
547,train,0,antelope
548,train,0,antelope
549,train,0,antelope
550,test,0,antelope
551,train,0,antelope
552,train,0,antelope
553,validation,0,antelope
554,train,0,antelope
555,test,0,antelope
556,validation,0,antelope
557,train,0,antelope
558,train,0,antelope
559,train,0,antelope
560,train,0,antelope
561,validation,0,antelope
562,validation,0,antelope
563,validation,0,antelope
564,test,0,antelope
565,test,0,antelope
566,validation,0,antelope
567,train,0,antelope
568,train,0,antelope
569,test,0,antelope
570,train,0,antelope
571,validation,0,antelope
572,train,0,antelope
573,validation,0,antelope
574,validation,0,antelope
575,train,0,antelope
576,train,0,antelope
577,test,0,antelope
578,train,0,antelope
579,validation,0,antelope
580,train,0,antelope
581,train,0,antelope
582,train,0,antelope
583,train,0,antelope
584,train,0,antelope
585,train,0,antelope
586,test,0,antelope
587,train,0,antelope
588,train,0,antelope
589,train,0,antelope
590,train,0,antelope
591,train,0,antelope
592,test,0,antelope
593,train,0,antelope
594,train,0,antelope
595,train,0,antelope
596,train,0,antelope
597,train,0,antelope
598,train,0,antelope
599,train,0,antelope
600,validation,0,antelope
601,train,0,antelope
602,train,0,antelope
603,train,0,antelope
604,train,0,antelope
605,train,0,antelope
606,test,0,antelope
607,test,0,antelope
608,validation,0,antelope
609,validation,0,antelope
610,validation,0,antelope
611,train,0,antelope
612,validation,0,antelope
613,train,0,antelope
614,train,0,antelope
615,train,0,antelope
616,train,0,antelope
617,train,0,antelope
618,train,0,antelope
619,validation,0,antelope
620,train,0,antelope
621,train,0,antelope
622,train,0,antelope
623,test,0,antelope
624,test,0,antelope
625,test,0,antelope
626,train,0,antelope
627,test,0,antelope
628,train,0,antelope
629,train,0,antelope
630,train,0,antelope
631,train,0,antelope
632,test,0,antelope
633,train,0,antelope
634,train,0,antelope
635,train,0,antelope
636,train,0,antelope
637,validation,0,antelope
638,test,0,antelope
639,validation,0,antelope
640,validation,0,antelope
641,test,0,antelope
642,test,0,antelope
643,train,0,antelope
644,train,0,antelope
645,test,0,antelope
646,test,0,antelope
647,test,0,antelope
648,test,0,antelope
649,train,0,antelope
650,train,0,antelope
651,test,0,antelope
652,train,0,antelope
653,train,0,antelope
654,validation,0,antelope
655,train,0,antelope
656,train,0,antelope
657,train,0,antelope
658,validation,0,antelope
659,validation,0,antelope
660,train,0,antelope
661,train,0,antelope
662,validation,0,antelope
663,test,0,antelope
664,train,0,antelope
665,train,0,antelope
666,test,0,antelope
667,train,0,antelope
668,train,0,antelope
669,validation,0,antelope
670,train,0,antelope
671,validation,0,antelope
672,validation,0,antelope
673,train,0,antelope
674,validation,0,antelope
675,train,0,antelope
676,test,0,antelope
677,train,0,antelope
678,train,0,antelope
679,train,0,antelope
680,validation,0,antelope
681,validation,0,antelope
682,train,0,antelope
683,validation,0,antelope
684,train,0,antelope
685,train,0,antelope
686,validation,0,antelope
687,test,0,antelope
688,train,0,antelope
689,train,0,antelope
690,validation,0,antelope
691,validation,0,antelope
692,train,0,antelope
693,train,0,antelope
694,train,0,antelope
695,train,0,antelope
696,train,0,antelope
697,train,0,antelope
698,validation,0,antelope
699,test,0,antelope
700,train,0,antelope
701,test,0,antelope
702,validation,0,antelope
703,validation,0,antelope
704,train,0,antelope
705,test,0,antelope
706,test,0,antelope
707,train,0,antelope
708,train,0,antelope
709,test,0,antelope
710,test,0,antelope
711,train,0,antelope
712,validation,0,antelope
713,train,0,antelope
714,train,0,antelope
715,train,0,antelope
716,train,0,antelope
717,train,0,antelope
718,validation,0,antelope
719,test,0,antelope
720,train,0,antelope
721,train,0,antelope
722,train,0,antelope
723,train,0,antelope
724,test,0,antelope
725,test,0,antelope
726,test,0,antelope
727,test,0,antelope
728,train,0,antelope
729,test,0,antelope
730,train,0,antelope
731,test,0,antelope
732,test,0,antelope
733,test,0,antelope
734,train,0,antelope
735,validation,0,antelope
736,validation,0,antelope
737,test,0,antelope
738,validation,0,antelope
739,validation,0,antelope
740,train,0,antelope
741,train,0,antelope
742,test,0,antelope
743,train,0,antelope
744,validation,0,antelope
745,train,0,antelope
746,train,0,antelope
747,test,0,antelope
748,validation,0,antelope
749,train,0,antelope
750,train,0,antelope
751,test,0,antelope
752,train,0,antelope
753,test,0,antelope
754,train,0,antelope
755,test,0,antelope
756,train,0,antelope
757,train,0,antelope
758,train,0,antelope
759,train,0,antelope
760,train,0,antelope
761,test,0,antelope
762,train,0,antelope
763,test,0,antelope
764,validation,0,antelope
765,train,0,antelope
766,validation,0,antelope
767,train,0,antelope
768,test,0,antelope
769,validation,0,antelope
770,validation,0,antelope
771,validation,0,antelope
772,validation,0,antelope
773,validation,0,antelope
774,train,0,antelope
775,validation,0,antelope
776,validation,0,antelope
777,train,0,antelope
778,train,0,antelope
779,validation,0,antelope
780,train,0,antelope
781,train,0,antelope
782,validation,0,antelope
783,train,0,antelope
784,train,0,antelope
785,train,0,antelope
786,train,0,antelope
787,train,0,antelope
788,train,0,antelope
789,train,0,antelope
790,train,0,antelope
791,validation,0,antelope
792,train,0,antelope
793,validation,0,antelope
794,validation,0,antelope
795,test,0,antelope
796,train,0,antelope
797,test,0,antelope
798,test,0,antelope
799,train,0,antelope
800,test,0,antelope
801,train,0,antelope
802,train,0,antelope
803,train,0,antelope
804,test,0,antelope
805,validation,0,antelope
806,test,0,antelope
807,train,0,antelope
808,test,0,antelope
809,validation,0,antelope
810,test,0,antelope
811,train,0,antelope
812,test,0,antelope
813,train,0,antelope
814,validation,0,antelope
815,validation,0,antelope
816,train,0,antelope
817,validation,0,antelope
818,validation,0,antelope
819,train,0,antelope
820,validation,0,antelope
821,validation,0,antelope
822,train,0,antelope
823,test,0,antelope
824,train,0,antelope
825,train,0,antelope
826,test,0,antelope
827,train,0,antelope
828,train,0,antelope
829,test,0,antelope
830,train,0,antelope
831,test,0,antelope
832,validation,0,antelope
833,train,0,antelope
834,train,0,antelope
835,train,0,antelope
836,test,0,antelope
837,train,0,antelope
838,test,0,antelope
839,validation,0,antelope
840,test,0,antelope
841,test,0,antelope
842,train,0,antelope
843,train,0,antelope
844,test,0,antelope
845,train,0,antelope
846,train,0,antelope
847,test,0,antelope
848,train,0,antelope
849,test,0,antelope
850,train,0,antelope
851,train,0,antelope
852,train,0,antelope
853,train,0,antelope
854,train,0,antelope
855,train,0,antelope
856,validation,0,antelope
857,validation,0,antelope
858,train,0,antelope
859,train,0,antelope
860,validation,0,antelope
861,train,0,antelope
862,test,0,antelope
863,test,0,antelope
864,test,0,antelope
865,validation,0,antelope
866,test,0,antelope
867,train,0,antelope
868,train,0,antelope
869,train,0,antelope
870,test,0,antelope
871,validation,0,antelope
872,validation,0,antelope
873,train,0,antelope
874,train,0,antelope
875,test,0,antelope
876,train,0,antelope
877,test,0,antelope
878,test,0,antelope
879,train,0,antelope
880,test,0,antelope
881,train,0,antelope
882,train,0,antelope
883,train,0,antelope
884,train,0,antelope
885,train,0,antelope
886,train,0,antelope
887,train,0,antelope
888,validation,0,antelope
889,train,0,antelope
890,train,0,antelope
891,test,0,antelope
892,validation,0,antelope
893,train,0,antelope
894,train,0,antelope
895,train,0,antelope
896,train,0,antelope
897,validation,0,antelope
898,train,0,antelope
899,validation,0,antelope
900,train,0,antelope
901,validation,0,antelope
902,train,0,antelope
903,train,0,antelope
904,test,0,antelope
905,test,0,antelope
906,test,0,antelope
907,train,0,antelope
908,validation,0,antelope
909,test,0,antelope
910,test,0,antelope
911,train,0,antelope
912,test,0,antelope
913,test,0,antelope
914,train,0,antelope
915,validation,0,antelope
916,test,0,antelope
917,test,0,antelope
918,train,0,antelope
919,validation,0,antelope
920,test,0,antelope
921,validation,0,antelope
922,train,0,antelope
923,train,0,antelope
924,train,0,antelope
925,train,0,antelope
926,validation,0,antelope
927,train,0,antelope
928,train,0,antelope
929,train,0,antelope
930,train,0,antelope
931,validation,0,antelope
932,train,0,antelope
933,train,0,antelope
934,train,0,antelope
935,train,0,antelope
936,validation,0,antelope
937,train,0,antelope
938,train,0,antelope
939,train,0,antelope
940,validation,0,antelope
941,train,0,antelope
942,test,0,antelope
943,train,0,antelope
944,train,0,antelope
945,train,0,antelope
946,train,0,antelope
947,train,0,antelope
948,test,0,antelope
949,train,0,antelope
950,test,0,antelope
951,train,0,antelope
952,test,0,antelope
953,validation,0,antelope
954,train,0,antelope
955,validation,0,antelope
956,train,0,antelope
957,validation,0,antelope
958,train,0,antelope
959,train,0,antelope
960,test,0,antelope
961,validation,0,antelope
962,train,0,antelope
963,test,0,antelope
964,train,0,antelope
965,train,0,antelope
966,train,0,antelope
967,train,0,antelope
968,train,0,antelope
969,test,0,antelope
970,validation,0,antelope
971,train,0,antelope
972,train,0,antelope
973,test,0,antelope
974,train,0,antelope
975,validation,0,antelope
976,train,0,antelope
977,test,0,antelope
978,train,0,antelope
979,test,0,antelope
980,train,0,antelope
981,validation,0,antelope
982,train,0,antelope
983,validation,0,antelope
984,validation,0,antelope
985,train,0,antelope
986,train,0,antelope
987,validation,0,antelope
988,train,0,antelope
989,train,0,antelope
990,train,0,antelope
991,train,0,antelope
992,train,0,antelope
993,train,0,antelope
994,train,0,antelope
995,test,0,antelope
996,train,0,antelope
997,train,0,antelope
998,test,0,antelope
999,test,0,antelope
1000,train,0,antelope
1001,train,0,antelope
1002,train,0,antelope
1003,train,0,antelope
1004,validation,0,antelope
1005,train,0,antelope
1006,train,0,antelope
1007,test,0,antelope
1008,train,0,antelope
1009,train,0,antelope
1010,validation,0,antelope
1011,test,0,antelope
1012,validation,0,antelope
1013,train,0,antelope
1014,train,0,antelope
1015,train,0,antelope
1016,train,0,antelope
1017,train,0,antelope
1018,validation,0,antelope
1019,test,0,antelope
1020,train,0,antelope
1021,test,0,antelope
1022,test,0,antelope
1023,train,0,antelope
1024,test,0,antelope
1025,train,0,antelope
1026,validation,0,antelope
1027,train,0,antelope
1028,validation,0,antelope
1029,train,0,antelope
1030,test,0,antelope
1031,validation,0,antelope
1032,validation,0,antelope
1033,test,0,antelope
1034,test,0,antelope
1035,test,0,antelope
1036,train,0,antelope
1037,validation,0,antelope
1038,train,0,antelope
1039,test,0,antelope
1040,validation,0,antelope
1041,train,0,antelope
1042,test,0,antelope
1043,train,0,antelope
1044,test,0,antelope
1045,train,0,antelope
1046,validation,29,bat
1047,test,29,bat
1048,validation,29,bat
1049,train,29,bat
1050,test,29,bat
1051,train,29,bat
1052,train,29,bat
1053,validation,29,bat
1054,test,29,bat
1055,validation,29,bat
1056,train,29,bat
1057,train,29,bat
1058,test,29,bat
1059,train,29,bat
1060,train,29,bat
1061,train,29,bat
1062,validation,29,bat
1063,train,29,bat
1064,test,29,bat
1065,train,29,bat
1066,train,29,bat
1067,test,29,bat
1068,train,29,bat
1069,train,29,bat
1070,train,29,bat
1071,train,29,bat
1072,test,29,bat
1073,validation,29,bat
1074,train,29,bat
1075,train,29,bat
1076,train,29,bat
1077,train,29,bat
1078,train,29,bat
1079,train,29,bat
1080,train,29,bat
1081,validation,29,bat
1082,test,29,bat
1083,train,29,bat
1084,train,29,bat
1085,train,29,bat
1086,train,29,bat
1087,train,29,bat
1088,test,29,bat
1089,test,29,bat
1090,train,29,bat
1091,test,29,bat
1092,validation,29,bat
1093,train,29,bat
1094,validation,29,bat
1095,test,29,bat
1096,train,29,bat
1097,train,29,bat
1098,train,29,bat
1099,validation,29,bat
1100,test,29,bat
1101,train,29,bat
1102,test,29,bat
1103,train,29,bat
1104,train,29,bat
1105,train,29,bat
1106,validation,29,bat
1107,train,29,bat
1108,test,29,bat
1109,validation,29,bat
1110,validation,29,bat
1111,train,29,bat
1112,train,29,bat
1113,train,29,bat
1114,train,29,bat
1115,validation,29,bat
1116,train,29,bat
1117,train,29,bat
1118,train,29,bat
1119,train,29,bat
1120,train,29,bat
1121,train,29,bat
1122,train,29,bat
1123,train,29,bat
1124,train,29,bat
1125,train,29,bat
1126,train,29,bat
1127,test,29,bat
1128,test,29,bat
1129,train,29,bat
1130,train,29,bat
1131,test,29,bat
1132,test,29,bat
1133,validation,29,bat
1134,validation,29,bat
1135,train,29,bat
1136,validation,29,bat
1137,test,29,bat
1138,train,29,bat
1139,train,29,bat
1140,validation,29,bat
1141,train,29,bat
1142,test,29,bat
1143,train,29,bat
1144,train,29,bat
1145,validation,29,bat
1146,train,29,bat
1147,test,29,bat
1148,train,29,bat
1149,train,29,bat
1150,train,29,bat
1151,train,29,bat
1152,test,29,bat
1153,train,29,bat
1154,validation,29,bat
1155,test,29,bat
1156,validation,29,bat
1157,test,29,bat
1158,test,29,bat
1159,test,29,bat
1160,train,29,bat
1161,train,29,bat
1162,train,29,bat
1163,validation,29,bat
1164,train,29,bat
1165,validation,29,bat
1166,train,29,bat
1167,validation,29,bat
1168,train,29,bat
1169,validation,29,bat
1170,train,29,bat
1171,train,29,bat
1172,train,29,bat
1173,train,29,bat
1174,train,29,bat
1175,test,29,bat
1176,train,29,bat
1177,train,29,bat
1178,train,29,bat
1179,train,29,bat
1180,train,29,bat
1181,train,29,bat
1182,train,29,bat
1183,validation,29,bat
1184,train,29,bat
1185,train,29,bat
1186,test,29,bat
1187,train,29,bat
1188,train,29,bat
1189,train,29,bat
1190,validation,29,bat
1191,test,29,bat
1192,validation,29,bat
1193,validation,29,bat
1194,train,29,bat
1195,train,29,bat
1196,test,29,bat
1197,train,29,bat
1198,test,29,bat
1199,train,29,bat
1200,train,29,bat
1201,validation,29,bat
1202,validation,29,bat
1203,train,29,bat
1204,train,29,bat
1205,validation,29,bat
1206,test,29,bat
1207,validation,29,bat
1208,test,29,bat
1209,train,29,bat
1210,validation,29,bat
1211,test,29,bat
1212,train,29,bat
1213,test,29,bat
1214,validation,29,bat
1215,train,29,bat
1216,train,29,bat
1217,test,29,bat
1218,validation,29,bat
1219,validation,29,bat
1220,train,29,bat
1221,train,29,bat
1222,train,29,bat
1223,validation,29,bat
1224,validation,29,bat
1225,train,29,bat
1226,train,29,bat
1227,train,29,bat
1228,test,29,bat
1229,train,29,bat
1230,train,29,bat
1231,validation,29,bat
1232,train,29,bat
1233,validation,29,bat
1234,train,29,bat
1235,train,29,bat
1236,test,29,bat
1237,train,29,bat
1238,train,29,bat
1239,train,29,bat
1240,test,29,bat
1241,train,29,bat
1242,train,29,bat
1243,train,29,bat
1244,test,29,bat
1245,train,29,bat
1246,test,29,bat
1247,test,29,bat
1248,test,29,bat
1249,train,29,bat
1250,train,29,bat
1251,train,29,bat
1252,train,29,bat
1253,train,29,bat
1254,train,29,bat
1255,train,29,bat
1256,train,29,bat
1257,test,29,bat
1258,test,29,bat
1259,train,29,bat
1260,validation,29,bat
1261,train,29,bat
1262,validation,29,bat
1263,train,29,bat
1264,validation,29,bat
1265,validation,29,bat
1266,validation,29,bat
1267,validation,29,bat
1268,train,29,bat
1269,train,29,bat
1270,train,29,bat
1271,train,29,bat
1272,test,29,bat
1273,validation,29,bat
1274,validation,29,bat
1275,train,29,bat
1276,train,29,bat
1277,validation,29,bat
1278,test,29,bat
1279,validation,29,bat
1280,validation,29,bat
1281,train,29,bat
1282,train,29,bat
1283,train,29,bat
1284,validation,29,bat
1285,test,29,bat
1286,train,29,bat
1287,train,29,bat
1288,train,29,bat
1289,train,29,bat
1290,train,29,bat
1291,train,29,bat
1292,train,29,bat
1293,train,29,bat
1294,test,29,bat
1295,validation,29,bat
1296,validation,29,bat
1297,train,29,bat
1298,train,29,bat
1299,train,29,bat
1300,train,29,bat
1301,validation,29,bat
1302,train,29,bat
1303,train,29,bat
1304,train,29,bat
1305,validation,29,bat
1306,train,29,bat
1307,train,29,bat
1308,validation,29,bat
1309,test,29,bat
1310,test,29,bat
1311,train,29,bat
1312,train,29,bat
1313,test,29,bat
1314,train,29,bat
1315,train,29,bat
1316,train,29,bat
1317,train,29,bat
1318,train,29,bat
1319,validation,29,bat
1320,validation,29,bat
1321,test,29,bat
1322,validation,29,bat
1323,validation,29,bat
1324,train,29,bat
1325,train,29,bat
1326,train,29,bat
1327,train,29,bat
1328,train,29,bat
1329,train,29,bat
1330,test,29,bat
1331,train,29,bat
1332,train,29,bat
1333,train,29,bat
1334,train,29,bat
1335,train,29,bat
1336,test,29,bat
1337,validation,29,bat
1338,train,29,bat
1339,train,29,bat
1340,train,29,bat
1341,validation,29,bat
1342,train,29,bat
1343,train,29,bat
1344,train,29,bat
1345,train,29,bat
1346,train,29,bat
1347,train,29,bat
1348,train,29,bat
1349,train,29,bat
1350,test,29,bat
1351,train,29,bat
1352,train,29,bat
1353,train,29,bat
1354,validation,29,bat
1355,train,29,bat
1356,train,29,bat
1357,test,29,bat
1358,train,29,bat
1359,train,29,bat
1360,train,29,bat
1361,train,29,bat
1362,train,29,bat
1363,train,29,bat
1364,validation,29,bat
