source_row_index,normalized_image_path,alpha_bucket,scene_category,scene_leaf,filename,true_label,true_class,split_membership,official_attribute_row,official_attribute_match,n_official_attributes
68,a/airlock/sun_ajtloigtaqfrhwks.jpg,a,airlock,airlock,sun_ajtloigtaqfrhwks.jpg,3,airlock,test_unseen_loc,68,True,102
69,a/airlock/sun_ajxkvzorotqdvdry.jpg,a,airlock,airlock,sun_ajxkvzorotqdvdry.jpg,3,airlock,test_unseen_loc,69,True,102
70,a/airlock/sun_aknukeopvziabmzb.jpg,a,airlock,airlock,sun_aknukeopvziabmzb.jpg,3,airlock,test_unseen_loc,70,True,102
71,a/airlock/sun_akqojfzsnkfukcwq.jpg,a,airlock,airlock,sun_akqojfzsnkfukcwq.jpg,3,airlock,test_unseen_loc,71,True,102
72,a/airlock/sun_amsjhtunfjpvctwv.jpg,a,airlock,airlock,sun_amsjhtunfjpvctwv.jpg,3,airlock,test_unseen_loc,72,True,102
73,a/airlock/sun_anjgpcrfxqawdfjf.jpg,a,airlock,airlock,sun_anjgpcrfxqawdfjf.jpg,3,airlock,test_unseen_loc,73,True,102
74,a/airlock/sun_aoclbfdlucjvlzju.jpg,a,airlock,airlock,sun_aoclbfdlucjvlzju.jpg,3,airlock,test_unseen_loc,74,True,102
75,a/airlock/sun_aozprrlnfopvvfsw.jpg,a,airlock,airlock,sun_aozprrlnfopvvfsw.jpg,3,airlock,test_unseen_loc,75,True,102
76,a/airlock/sun_aprhoysuozangfee.jpg,a,airlock,airlock,sun_aprhoysuozangfee.jpg,3,airlock,test_unseen_loc,76,True,102
77,a/airlock/sun_apzbjfkjuosnpfri.jpg,a,airlock,airlock,sun_apzbjfkjuosnpfri.jpg,3,airlock,test_unseen_loc,77,True,102
78,a/airlock/sun_aqhrltqxgasvjixm.jpg,a,airlock,airlock,sun_aqhrltqxgasvjixm.jpg,3,airlock,test_unseen_loc,78,True,102
79,a/airlock/sun_arhdzofgcrydruxn.jpg,a,airlock,airlock,sun_arhdzofgcrydruxn.jpg,3,airlock,test_unseen_loc,79,True,102
80,a/airplane_cabin/sun_aajrkgygaguuddbv.jpg,a,airplane_cabin,airplane_cabin,sun_aajrkgygaguuddbv.jpg,4,airplane cabin,test_seen_loc,80,True,102
81,a/airplane_cabin/sun_aanoyykhajnceqyv.jpg,a,airplane_cabin,airplane_cabin,sun_aanoyykhajnceqyv.jpg,4,airplane cabin,train_loc;trainval_loc,81,True,102
82,a/airplane_cabin/sun_acmcpvbknqctkaba.jpg,a,airplane_cabin,airplane_cabin,sun_acmcpvbknqctkaba.jpg,4,airplane cabin,test_seen_loc,82,True,102
83,a/airplane_cabin/sun_acyjqznaicukdsrh.jpg,a,airplane_cabin,airplane_cabin,sun_acyjqznaicukdsrh.jpg,4,airplane cabin,train_loc;trainval_loc,83,True,102
84,a/airplane_cabin/sun_adfvuswdefnwpirb.jpg,a,airplane_cabin,airplane_cabin,sun_adfvuswdefnwpirb.jpg,4,airplane cabin,train_loc;trainval_loc,84,True,102
85,a/airplane_cabin/sun_adprjgxjrivcindz.jpg,a,airplane_cabin,airplane_cabin,sun_adprjgxjrivcindz.jpg,4,airplane cabin,train_loc;trainval_loc,85,True,102
86,a/airplane_cabin/sun_afuoinkozbbhqksk.jpg,a,airplane_cabin,airplane_cabin,sun_afuoinkozbbhqksk.jpg,4,airplane cabin,test_seen_loc,86,True,102
87,a/airplane_cabin/sun_agqabtaqxxhvoyuh.jpg,a,airplane_cabin,airplane_cabin,sun_agqabtaqxxhvoyuh.jpg,4,airplane cabin,test_seen_loc,87,True,102
88,a/airplane_cabin/sun_aiotdxtxpqjxgcin.jpg,a,airplane_cabin,airplane_cabin,sun_aiotdxtxpqjxgcin.jpg,4,airplane cabin,train_loc;trainval_loc,88,True,102
89,a/airplane_cabin/sun_ajbqldbtefoqflsa.jpg,a,airplane_cabin,airplane_cabin,sun_ajbqldbtefoqflsa.jpg,4,airplane cabin,train_loc;trainval_loc,89,True,102
90,a/airplane_cabin/sun_ajeqddcvcjtwboie.jpg,a,airplane_cabin,airplane_cabin,sun_ajeqddcvcjtwboie.jpg,4,airplane cabin,train_loc;trainval_loc,90,True,102
91,a/airplane_cabin/sun_akkhmhhvmqrfkpkp.jpg,a,airplane_cabin,airplane_cabin,sun_akkhmhhvmqrfkpkp.jpg,4,airplane cabin,train_loc;trainval_loc,91,True,102
92,a/airplane_cabin/sun_amnfyehaljzgfcdy.jpg,a,airplane_cabin,airplane_cabin,sun_amnfyehaljzgfcdy.jpg,4,airplane cabin,train_loc;trainval_loc,92,True,102
93,a/airplane_cabin/sun_amtmxjtbapwpyiit.jpg,a,airplane_cabin,airplane_cabin,sun_amtmxjtbapwpyiit.jpg,4,airplane cabin,train_loc;trainval_loc,93,True,102
94,a/airplane_cabin/sun_amuhbzmdjkougjdn.jpg,a,airplane_cabin,airplane_cabin,sun_amuhbzmdjkougjdn.jpg,4,airplane cabin,train_loc;trainval_loc,94,True,102
95,a/airplane_cabin/sun_aneccgphgfiyjahw.jpg,a,airplane_cabin,airplane_cabin,sun_aneccgphgfiyjahw.jpg,4,airplane cabin,train_loc;trainval_loc,95,True,102
96,a/airplane_cabin/sun_anfeytgczrmbnoij.jpg,a,airplane_cabin,airplane_cabin,sun_anfeytgczrmbnoij.jpg,4,airplane cabin,train_loc;trainval_loc,96,True,102
97,a/airplane_cabin/sun_angpojenexsynhfi.jpg,a,airplane_cabin,airplane_cabin,sun_angpojenexsynhfi.jpg,4,airplane cabin,train_loc;trainval_loc,97,True,102
98,a/airplane_cabin/sun_aoapleyurhbbromo.jpg,a,airplane_cabin,airplane_cabin,sun_aoapleyurhbbromo.jpg,4,airplane cabin,train_loc;trainval_loc,98,True,102
99,a/airplane_cabin/sun_aotcbqxkungjmspm.jpg,a,airplane_cabin,airplane_cabin,sun_aotcbqxkungjmspm.jpg,4,airplane cabin,train_loc;trainval_loc,99,True,102
100,a/airport/airport/sun_aajqjnzswlmdcmyl.jpg,a,airport/airport,airport,sun_aajqjnzswlmdcmyl.jpg,5,airport airport,test_seen_loc,100,True,102
101,a/airport/airport/sun_aelkzcvlquyyzxlu.jpg,a,airport/airport,airport,sun_aelkzcvlquyyzxlu.jpg,5,airport airport,train_loc;trainval_loc,101,True,102
102,a/airport/airport/sun_ahspxpvthtfwplib.jpg,a,airport/airport,airport,sun_ahspxpvthtfwplib.jpg,5,airport airport,train_loc;trainval_loc,102,True,102
103,a/airport/airport/sun_akhqgzrrubgnwzpa.jpg,a,airport/airport,airport,sun_akhqgzrrubgnwzpa.jpg,5,airport airport,test_seen_loc,103,True,102
104,a/airport/airport/sun_akzzhyuyqjksqovd.jpg,a,airport/airport,airport,sun_akzzhyuyqjksqovd.jpg,5,airport airport,test_seen_loc,104,True,102
105,a/airport/airport/sun_aldajamdvyftbndq.jpg,a,airport/airport,airport,sun_aldajamdvyftbndq.jpg,5,airport airport,train_loc;trainval_loc,105,True,102
106,a/airport/airport/sun_amansbcqkkobovhq.jpg,a,airport/airport,airport,sun_amansbcqkkobovhq.jpg,5,airport airport,train_loc;trainval_loc,106,True,102
107,a/airport/airport/sun_ammfdrzrfvjsqahx.jpg,a,airport/airport,airport,sun_ammfdrzrfvjsqahx.jpg,5,airport airport,train_loc;trainval_loc,107,True,102
108,a/airport/airport/sun_aojbxgadgjyajeaw.jpg,a,airport/airport,airport,sun_aojbxgadgjyajeaw.jpg,5,airport airport,train_loc;trainval_loc,108,True,102
109,a/airport/airport/sun_aonhxkxmksvewqlr.jpg,a,airport/airport,airport,sun_aonhxkxmksvewqlr.jpg,5,airport airport,train_loc;trainval_loc,109,True,102
110,a/airport/airport/sun_apryudtkjxleibce.jpg,a,airport/airport,airport,sun_apryudtkjxleibce.jpg,5,airport airport,train_loc;trainval_loc,110,True,102
111,a/airport/airport/sun_aqogketumcqznmzs.jpg,a,airport/airport,airport,sun_aqogketumcqznmzs.jpg,5,airport airport,test_seen_loc,111,True,102
112,a/airport/airport/sun_aqytxlpqgdgggfum.jpg,a,airport/airport,airport,sun_aqytxlpqgdgggfum.jpg,5,airport airport,train_loc;trainval_loc,112,True,102
113,a/airport/airport/sun_arunvgswczsbyzkp.jpg,a,airport/airport,airport,sun_arunvgswczsbyzkp.jpg,5,airport airport,train_loc;trainval_loc,113,True,102
114,a/airport/airport/sun_avsvqpaowlicxlxn.jpg,a,airport/airport,airport,sun_avsvqpaowlicxlxn.jpg,5,airport airport,train_loc;trainval_loc,114,True,102
115,a/airport/airport/sun_avyxtpthsxbigblb.jpg,a,airport/airport,airport,sun_avyxtpthsxbigblb.jpg,5,airport airport,train_loc;trainval_loc,115,True,102
116,a/airport/airport/sun_axozkinuprdzvabc.jpg,a,airport/airport,airport,sun_axozkinuprdzvabc.jpg,5,airport airport,train_loc;trainval_loc,116,True,102
117,a/airport/airport/sun_axuntpkgfijknxde.jpg,a,airport/airport,airport,sun_axuntpkgfijknxde.jpg,5,airport airport,train_loc;trainval_loc,117,True,102
118,a/airport/airport/sun_axyoqqhxaeocbixs.jpg,a,airport/airport,airport,sun_axyoqqhxaeocbixs.jpg,5,airport airport,train_loc;trainval_loc,118,True,102
119,a/airport/airport/sun_bcuhpzlstlrcyegu.jpg,a,airport/airport,airport,sun_bcuhpzlstlrcyegu.jpg,5,airport airport,train_loc;trainval_loc,119,True,102
120,a/airport/entrance/sun_aaokxdogeyduicjw.jpg,a,airport/entrance,entrance,sun_aaokxdogeyduicjw.jpg,6,airport entrance,train_loc;trainval_loc,120,True,102
121,a/airport/entrance/sun_aduxjnkcugmhcpag.jpg,a,airport/entrance,entrance,sun_aduxjnkcugmhcpag.jpg,6,airport entrance,train_loc;trainval_loc,121,True,102
122,a/airport/entrance/sun_agchhqpsdjqwmrcb.jpg,a,airport/entrance,entrance,sun_agchhqpsdjqwmrcb.jpg,6,airport entrance,test_seen_loc,122,True,102
123,a/airport/entrance/sun_ainpqoalfsqkxogl.jpg,a,airport/entrance,entrance,sun_ainpqoalfsqkxogl.jpg,6,airport entrance,test_seen_loc,123,True,102
124,a/airport/entrance/sun_akyryspcupjqmqqx.jpg,a,airport/entrance,entrance,sun_akyryspcupjqmqqx.jpg,6,airport entrance,train_loc;trainval_loc,124,True,102
125,a/airport/entrance/sun_asimhuxhlemcrozs.jpg,a,airport/entrance,entrance,sun_asimhuxhlemcrozs.jpg,6,airport entrance,train_loc;trainval_loc,125,True,102
126,a/airport/entrance/sun_astnegfuzjwevhbe.jpg,a,airport/entrance,entrance,sun_astnegfuzjwevhbe.jpg,6,airport entrance,test_seen_loc,126,True,102
127,a/airport/entrance/sun_ausrjelvdavjfvcg.jpg,a,airport/entrance,entrance,sun_ausrjelvdavjfvcg.jpg,6,airport entrance,train_loc;trainval_loc,127,True,102
128,a/airport/entrance/sun_bbleaylztarsqofu.jpg,a,airport/entrance,entrance,sun_bbleaylztarsqofu.jpg,6,airport entrance,train_loc;trainval_loc,128,True,102
129,a/airport/entrance/sun_bdgclghldmsgubka.jpg,a,airport/entrance,entrance,sun_bdgclghldmsgubka.jpg,6,airport entrance,train_loc;trainval_loc,129,True,102
130,a/airport/entrance/sun_bdkjdlcpaouglobm.jpg,a,airport/entrance,entrance,sun_bdkjdlcpaouglobm.jpg,6,airport entrance,train_loc;trainval_loc,130,True,102
131,a/airport/entrance/sun_bffiwmkezkvpjwum.jpg,a,airport/entrance,entrance,sun_bffiwmkezkvpjwum.jpg,6,airport entrance,test_seen_loc,131,True,102
132,a/airport/entrance/sun_bfjxwkipxxpiwlxa.jpg,a,airport/entrance,entrance,sun_bfjxwkipxxpiwlxa.jpg,6,airport entrance,train_loc;trainval_loc,132,True,102
133,a/airport/entrance/sun_bnhyxkarvzblprsq.jpg,a,airport/entrance,entrance,sun_bnhyxkarvzblprsq.jpg,6,airport entrance,train_loc;trainval_loc,133,True,102
134,a/airport/entrance/sun_bnvwuiltcchnzsih.jpg,a,airport/entrance,entrance,sun_bnvwuiltcchnzsih.jpg,6,airport entrance,train_loc;trainval_loc,134,True,102
135,a/airport/entrance/sun_bqfvzwnhtgyqpecg.jpg,a,airport/entrance,entrance,sun_bqfvzwnhtgyqpecg.jpg,6,airport entrance,train_loc;trainval_loc,135,True,102
136,a/airport/entrance/sun_brnfodrpbbdalvqn.jpg,a,airport/entrance,entrance,sun_brnfodrpbbdalvqn.jpg,6,airport entrance,train_loc;trainval_loc,136,True,102
137,a/airport/entrance/sun_btotqdnjcdfrlsga.jpg,a,airport/entrance,entrance,sun_btotqdnjcdfrlsga.jpg,6,airport entrance,train_loc;trainval_loc,137,True,102
138,a/airport/entrance/sun_btzeufzulsmvjbpx.jpg,a,airport/entrance,entrance,sun_btzeufzulsmvjbpx.jpg,6,airport entrance,train_loc;trainval_loc,138,True,102
139,a/airport/entrance/sun_bwxqgcvpybphvelk.jpg,a,airport/entrance,entrance,sun_bwxqgcvpybphvelk.jpg,6,airport entrance,train_loc;trainval_loc,139,True,102
140,a/airport_terminal/sun_aaajuldidvlcyzhv.jpg,a,airport_terminal,airport_terminal,sun_aaajuldidvlcyzhv.jpg,7,airport terminal,train_loc;trainval_loc,140,True,102
141,a/airport_terminal/sun_aabkzjntjfarengi.jpg,a,airport_terminal,airport_terminal,sun_aabkzjntjfarengi.jpg,7,airport terminal,test_seen_loc,141,True,102
142,a/airport_terminal/sun_aagxvvehtppxnuuq.jpg,a,airport_terminal,airport_terminal,sun_aagxvvehtppxnuuq.jpg,7,airport terminal,train_loc;trainval_loc,142,True,102
143,a/airport_terminal/sun_aahzjzgqsstcdpnq.jpg,a,airport_terminal,airport_terminal,sun_aahzjzgqsstcdpnq.jpg,7,airport terminal,train_loc;trainval_loc,143,True,102
144,a/airport_terminal/sun_aaygeymcwaxukrif.jpg,a,airport_terminal,airport_terminal,sun_aaygeymcwaxukrif.jpg,7,airport terminal,train_loc;trainval_loc,144,True,102
145,a/airport_terminal/sun_abhqaesnfxfjejta.jpg,a,airport_terminal,airport_terminal,sun_abhqaesnfxfjejta.jpg,7,airport terminal,test_seen_loc,145,True,102
146,a/airport_terminal/sun_absuvxrxwqknadoz.jpg,a,airport_terminal,airport_terminal,sun_absuvxrxwqknadoz.jpg,7,airport terminal,test_seen_loc,146,True,102
147,a/airport_terminal/sun_abtporqtsiggyltk.jpg,a,airport_terminal,airport_terminal,sun_abtporqtsiggyltk.jpg,7,airport terminal,train_loc;trainval_loc,147,True,102
148,a/airport_terminal/sun_acnbnajpyairiiuf.jpg,a,airport_terminal,airport_terminal,sun_acnbnajpyairiiuf.jpg,7,airport terminal,train_loc;trainval_loc,148,True,102
149,a/airport_terminal/sun_acoxbwmivyqznxov.jpg,a,airport_terminal,airport_terminal,sun_acoxbwmivyqznxov.jpg,7,airport terminal,train_loc;trainval_loc,149,True,102
150,a/airport_terminal/sun_acpjfokxijlcndqy.jpg,a,airport_terminal,airport_terminal,sun_acpjfokxijlcndqy.jpg,7,airport terminal,train_loc;trainval_loc,150,True,102
151,a/airport_terminal/sun_acpxjhfbxfstfrtj.jpg,a,airport_terminal,airport_terminal,sun_acpxjhfbxfstfrtj.jpg,7,airport terminal,train_loc;trainval_loc,151,True,102
152,a/airport_terminal/sun_acqubrltjfxcogsq.jpg,a,airport_terminal,airport_terminal,sun_acqubrltjfxcogsq.jpg,7,airport terminal,train_loc;trainval_loc,152,True,102
153,a/airport_terminal/sun_acrejoconpehuldh.jpg,a,airport_terminal,airport_terminal,sun_acrejoconpehuldh.jpg,7,airport terminal,train_loc;trainval_loc,153,True,102
154,a/airport_terminal/sun_acydkjhptgkxbybt.jpg,a,airport_terminal,airport_terminal,sun_acydkjhptgkxbybt.jpg,7,airport terminal,train_loc;trainval_loc,154,True,102
155,a/airport_terminal/sun_acyurcvzexpfrsyb.jpg,a,airport_terminal,airport_terminal,sun_acyurcvzexpfrsyb.jpg,7,airport terminal,train_loc;trainval_loc,155,True,102
156,a/airport_terminal/sun_adewfyjawwomcjnz.jpg,a,airport_terminal,airport_terminal,sun_adewfyjawwomcjnz.jpg,7,airport terminal,test_seen_loc,156,True,102
157,a/airport_terminal/sun_adqiqpvxsosokefd.jpg,a,airport_terminal,airport_terminal,sun_adqiqpvxsosokefd.jpg,7,airport terminal,train_loc;trainval_loc,157,True,102
158,a/airport_terminal/sun_aepqhengcbbmowha.jpg,a,airport_terminal,airport_terminal,sun_aepqhengcbbmowha.jpg,7,airport terminal,train_loc;trainval_loc,158,True,102
159,a/airport_terminal/sun_aevyxplabnmalatl.jpg,a,airport_terminal,airport_terminal,sun_aevyxplabnmalatl.jpg,7,airport terminal,train_loc;trainval_loc,159,True,102
